t,s,d,vs,vd,s_var,vs_var,d_var,vd_var,visible
1762168820.505086899,1.5542868051952305,-0.008377066743340635,0.9243421820899453,-0.005465468311105989,0.0030632947758915093,0.010360182911339246,0.0030593475748838333,0.010353787527623622,1
1762168820.555006504,1.6022224048827258,-0.010191292999611556,0.9274516563839355,-0.004695609250171051,0.0030599101796961793,0.010342156089924498,0.0030564894009045573,0.010337151792805073,1
1762168820.604932547,1.6481616193242983,-0.013152048819703548,0.9294979359650271,-0.007868011268340004,0.003057020263553527,0.010327311707465342,0.003054073689279547,0.010323420064307814,1
1762168820.654580355,1.6990657674188483,-0.01858693885545373,0.9332780062128482,-0.015716599958750754,0.0028817392027928653,0.009990700152321303,0.0028794900614916817,0.009988012130277411,1
1762168820.705039024,1.7492979781227826,-0.019460516688809375,0.9389647764480694,-0.017256007792496655,0.002899857128814683,0.010053056903435576,0.0028979213726268117,0.010050944704738576,1
1762168820.755017996,1.7983604921333491,-0.020782752488275956,0.942001095785287,-0.018343232878127575,0.00291587015070796,0.010099711195159974,0.0029142172981262565,0.010098054794085862,1
1762168820.804645061,1.7851990979166876,-0.042211266575842996,0.9100373004939506,-0.032249301924988545,0.0029306120765167955,0.010136342645716145,0.0029292115815658924,0.01013504090187116,1
1762168820.854814768,1.8326094773834587,-0.04607688876569276,0.8547600155689287,-0.04991925660398248,0.0027843794047975215,0.009861722706239884,0.002783323694359137,0.009860787961908151,1
1762168820.904604673,1.8666446767146483,-0.04660250859770697,0.8452468200360368,-0.04477264671723112,0.0028136559599578727,0.009947624238884834,0.002812767093500696,0.009946855419823042,1
1762168820.955047131,1.899991979067168,-0.049041732451897566,0.833704276479315,-0.042288424717336424,0.0028418495388954756,0.010020588045955934,0.002841107538211917,0.010019943904834287,1
1762168821.004591227,1.931650683687551,-0.050924851689716645,0.8233845346942548,-0.03925707719722947,0.002866614788560468,0.0100738453023455,0.0028660008466454335,0.01007329262783834,1
1762168821.054717064,1.99495801107229,-0.048557351664782256,0.8312163787173293,-0.0366964726660841,0.0028903091996467897,0.010119843551573419,0.0028898055238338076,0.010119356239626159,1
1762168821.104590893,1.955263508134305,-0.05237051529368436,0.812194707590641,-0.03377897621796883,0.0029112743690986303,0.01015375297196586,0.0029108647057768575,0.010153311245102757,1
1762168821.155021667,2.0610322786256665,-0.04289432073722306,0.825499601879336,-0.022616015116274934,0.002930416847829614,0.010180975380124404,0.0029300864404708804,0.010180564762743507,1
1762168821.204695463,2.120105946735517,-0.04242453786688644,0.8669227380910645,-0.013224664085448182,0.002786091868439536,0.009888792979796597,0.0027858544335451685,0.009888409266227199,1
1762168821.254751682,2.1702807035238005,-0.035183064363959404,0.8813389162300191,-0.011105918021259242,0.0028175627472829664,0.009967431271089821,0.0028173730903473743,0.009967058133696662,1
1762168821.305069447,2.2124192055511145,-0.0317644556732552,0.8873194027409402,-0.006971623950742753,0.002847019464641663,0.01003287832184967,0.0028468691088513512,0.010032513696690885,1
1762168821.354923964,2.257326360680272,-0.030058709500195176,0.8853463312669085,-0.0057736696668482575,0.0028729485687264502,0.010081457017972074,0.0028728301111527813,0.010081100249552541,1
1762168821.404652596,2.30396687647761,-0.029911683766237623,0.883440845551771,-0.009695122431027223,0.002896510376647657,0.010120193455309645,0.002896417457397071,0.010119844892329775,1
1762168821.454702854,2.288737556285334,-0.03773420956316485,0.8592115616142182,-0.017823497166064996,0.002917388562618297,0.010149436999330637,0.0029173157962410776,0.010149097675318488,1
1762168821.504637718,2.324393147905979,-0.0381016629721129,0.8190124281110256,-0.025742795820150054,0.002935982024249515,0.010172066580865531,0.0029359249207804835,0.010171737919967,1
1762168821.554819107,2.3480076907362317,-0.03406373094592469,0.7676009364676146,-0.026732357832140823,0.0029521740672250442,0.010188494861973298,0.0029521289398045164,0.010188178450511719,1
1762168821.604634047,2.358180593746368,-0.031529405850897536,0.7412077482385533,-0.01250474935165547,0.0028035830376895374,0.009888075642114339,0.0028035506248909547,0.009887778742584508,1
1762168821.654929638,2.462817237581766,-0.032105291573442066,0.7569458535249249,-0.01112860346356114,0.0028332482739428736,0.009963363763720546,0.0028332216109405485,0.009963080752086599,1
1762168821.704618692,2.5180147922928575,-0.030807052666728608,0.8237460963291572,-0.013570648270124993,0.0028597991430653405,0.010021963017109194,0.0028597765819088875,0.010021695369852382,1
1762168821.754729509,2.5759273072164777,-0.029336571668947004,0.9046543772039259,-0.015229400486707642,0.002884172241468518,0.010070050139146412,0.002884152522551644,0.010069798991667102,1
1762168821.804605722,2.6308778620170568,-0.028110060905135206,0.9183377619668815,-0.013975049690548936,0.0029059908252198796,0.010107828619046244,0.002905973017941211,0.010107594764367563,1
1762168821.854783058,2.68642162487893,-0.026783369248854272,0.9305140412386713,-0.01296421563625284,0.0029254297895245584,0.010137421269481636,0.002925413229768597,0.01013720515514539,1
1762168821.904629946,2.741962871332737,-0.02568000476015422,0.9410333593020344,-0.012238093867928412,0.002942512816397017,0.010159974506344071,0.0029424970540954565,0.010159776255422283,1
1762168821.955014229,2.7961476919602237,-0.024597296337189323,0.9511892008103973,-0.011613490416822237,0.002957698656761493,0.010178073365035203,0.002957683404891568,0.010177892805931944,1
1762168822.005177975,2.848902094743533,-0.023443540837473992,0.9587922644702511,-0.011033128156444241,0.002970820672887629,0.010191508961193483,0.002970805773007966,0.01019134567008236,1
1762168822.054863453,2.9027648100680525,-0.02159132646119248,0.9664360457000607,-0.00979643889551021,0.0029814539490941516,0.010198889544728373,0.00298143933986341,0.010198742883368887,1
1762168822.104680777,2.956499521778049,-0.019516605296254368,0.9724634274802353,-0.008089624911507238,0.002990706576308336,0.010204772410171882,0.002990692250601187,0.010204641563553638,1
1762168822.154615402,3.0082174743359356,-0.017440972424442404,0.9773187219659014,-0.0060738729388458675,0.0029985818128340017,0.010209090768764265,0.002998567806525354,0.010208974798209258,1
1762168822.204619408,3.0606203834033527,-0.01516663150713882,0.9821815616714737,-0.003948428925427654,0.0030051649554641083,0.01021202188418453,0.0030051513291361517,0.010211919763989866,1
1762168822.254623652,3.1110133430904567,-0.01225572915682499,0.9834910315290706,-0.0028072620223962156,0.003198948159140509,0.010566452662050554,0.003198933226487273,0.01056635741798139,1
1762168822.304615736,3.1618519965425538,-0.009546963481965147,0.9859294503054461,-0.0003288342721068084,0.003180416329202636,0.010488802299365654,0.003180402265967155,0.010488720389778746,1
1762168822.354787111,3.2135696598244925,-0.006464613870739071,0.9875895191571015,0.0022727503666969814,0.003162973949254685,0.010426387425650403,0.003162960767293605,0.01042631731732252,1
1762168822.404604912,3.265440865750694,-0.0029393263618221767,0.9899978271951045,0.005437048010087542,0.0031465838226758113,0.010376191934295353,0.003146571530201659,0.01037613222119145,1
1762168822.455076694,3.3139226214163897,0.00029203298573574445,0.9906618067266905,0.00814238563792264,0.0031324772520067946,0.010340541610412778,0.0031324658438756305,0.010340491008978697,1
1762168822.504603386,3.3638390576281876,0.004493716643740519,0.9900046543116761,0.011109313915763124,0.003117705689576193,0.010306093903673423,0.0031176951701004066,0.01030605125301087,1
1762168822.554990768,3.4137347429123333,0.008771975042980914,0.9897829213371236,0.014535671727670146,0.0031058130239767856,0.0102850462155069,0.00310580336996452,0.010285010459251658,1
1762168822.604606867,3.466120198336378,0.01409296077524844,0.9913341895964543,0.018292471240560465,0.0030941412447968303,0.010265744506753313,0.003094132438931278,0.01026571470180085,1
1762168822.654776335,3.5111785596232554,0.017264200166543404,0.9896663257794106,0.020781140629010503,0.0030843532899516145,0.010253755224671295,0.003084345300439323,0.01025373052506266,1
1762168822.704889297,3.5593537080638034,0.021380190939919542,0.987589043152828,0.023586262490267955,0.0030756524711478906,0.010245189367997686,0.003075645263587088,0.01024516902378452,1
1762168822.754857540,3.6079312614348793,0.026583633734696,0.9842801963351169,0.026620152565215778,0.0030683167729868943,0.010240610148178864,0.003068310307100914,0.01024059349639538,1
1762168822.804709673,3.656795160487901,0.03206274217466414,0.9827513818805773,0.030191735606644066,0.0030616492704141195,0.010236898315349663,0.0030616435037736775,0.010236884773959178,1
1762168822.854848146,3.701121443427729,0.04233919234836535,0.9784236837314146,0.03838368038187155,0.002883770354085865,0.009918075607342956,0.0028837658013359854,0.009918065658228902,1
1762168822.904812098,3.747229899940638,0.047499899695958046,0.9729459387388586,0.04401991816615365,0.0028992591645395287,0.009988392693590767,0.0028992550948220277,0.009988384594117588,1
1762168822.954787254,3.820896793907556,0.052569484372822904,0.9825651287674292,0.04832856462052476,0.002913291664018843,0.010043222586773442,0.0029132880539717923,0.010043216047353181,1
1762168823.004610777,3.881125180430767,0.05277312899751853,1.0075966328470798,0.046310307370134515,0.002926956734417515,0.010089340698607467,0.0029269535549248295,0.010089335459838375,1
1762168823.054709673,3.9375715681421393,0.05163722129724513,1.032845828689987,0.0403388669005702,0.0029399286695034454,0.010127259144428325,0.0029399258892012134,0.010127254978027118,1
1762168823.104620218,3.988030182147506,0.051119513101267736,1.0344613242624334,0.03385426664443557,0.0029519639352864305,0.010157603478827716,0.002951961521388812,0.010157600186350396,1
1762168823.154846191,4.033658417934351,0.052698311868180955,1.0275433108054255,0.03198456549513955,0.0029630386491161466,0.01018165580163807,0.0029630365681596513,0.010181653212737873,1
1762168823.204870224,4.068675925131797,0.06319145827180803,1.0035266378537613,0.04049834930293285,0.0028121442749503315,0.009900593077795616,0.0028121426804325286,0.009900591253161648,1
1762168823.254926682,4.148936880365651,0.06417825024322517,1.0154866633132544,0.04734446058157915,0.002836687771840076,0.009971062501403588,0.00283668640313125,0.009971061043524698,1
1762168823.304605961,4.198427037208987,0.06404867747815753,1.0306036758026826,0.04906035722435215,0.0028608347343146616,0.010032707747586864,0.0028608335684560896,0.010032706579548181,1
1762168823.354767084,4.2571575658013305,0.06512979864536307,1.0436760304369468,0.045601390528404444,0.0028839731060899564,0.010085393810319478,0.002883972120811167,0.010085392867581425,1
1762168823.404604197,4.320219926241809,0.06821383102813722,1.050667481366412,0.04605674473525949,0.002904629623727601,0.010125218417570884,0.002904628797792387,0.010125217646899545,1
1762168823.454731941,4.362815278199336,0.07394005210333143,1.051921116344428,0.05172023939806507,0.002923519624366001,0.010157011628723487,0.0029235189374777052,0.010157010986970952,1
1762168823.504602194,4.413342893948268,0.08885081107355734,1.0401697142876425,0.06436235534145507,0.00278041815914451,0.009873101140609113,0.002780417650605043,0.009873100625524957,1
1762168823.554865360,4.457493415015452,0.09407969121205613,1.0332063856063722,0.0723881371071678,0.0028123615027368255,0.009956571296539037,0.002812361083107747,0.009956570835696482,1
1762168823.604681253,4.552311301154603,0.09379851832057375,1.0634641287109783,0.07598149834937185,0.0028413496298319374,0.010021964660887717,0.0028413492864999886,0.01002196423968778,1
1762168823.654832602,4.617444259840226,0.10530115312722044,1.1170259147054775,0.07211284915388039,0.0027170750281272937,0.009784042092998354,0.0027170747772173923,0.00978404170953091,1
1762168823.705045462,4.674104080106646,0.10656291598697529,1.1194174001508268,0.0756243382860257,0.002755196521911558,0.009881191141216874,0.002755196318621142,0.009881190774025694,1
1762168823.754728317,4.727412358467302,0.10994876909816043,1.1162757121058455,0.08091441828995216,0.0027910461456971333,0.009961653607612692,0.002791045982218876,0.009961653253447592,1
1762168823.804630756,4.810184316588094,0.09933165142296776,1.1333498721498239,0.06758324953261871,0.0028244265177488556,0.010027915654589962,0.0028244263871405953,0.010027915311620587,1
1762168823.854866982,4.891824479337498,0.10987409610072096,1.178094491967164,0.05705843998748792,0.0027039409154075954,0.00978398342554226,0.00270394082178677,0.009783983096684847,1
1762168823.904610395,4.953037571360645,0.10876614654728492,1.1918320850113988,0.06551295895804696,0.0027453112810025917,0.009882546801996479,0.0027453112064172763,0.009882546482233391,1
1762168823.954995394,5.017029272513224,0.11743964225875969,1.1999843595777944,0.06900618213138354,0.0026403115738082147,0.009678893195860452,0.0026403115200704748,0.009678892890440435,1
1762168824.004946947,5.076716002929349,0.12179858998430018,1.1964740578350224,0.07792791203382318,0.0026889924500735148,0.009801128372827761,0.0026889924068409093,0.009801128077898614,1
1762168824.054839611,5.130223187011046,0.1272036468212746,1.185539010074712,0.09251172333988615,0.0027338330124077586,0.009898760853957831,0.002733832977242607,0.00989876057114648,1
1762168824.104521990,5.195371130863132,0.14075791293670986,1.1823578955499496,0.10080149551771059,0.002632027520502283,0.00968998483180244,0.002632027494247322,0.009689984568256186,1
1762168824.155068636,5.331638456528634,0.14200373066320413,1.2224884516008898,0.10369475006316861,0.00268322789766968,0.009811790244014504,0.002683227875297863,0.009811789994010372,1
1762168824.204948664,5.402963431859848,0.14802329888398455,1.290288201724264,0.10988046910361463,0.002729866850941514,0.009907296814473693,0.002729866831323098,0.009907296579220116,1
1762168824.254744530,5.4791818542360105,0.14623224650158734,1.3529631778109317,0.10621591109181724,0.0027722822162684637,0.009982399176722093,0.002772282198551049,0.009982398957097263,1
1762168824.304603338,5.564102935932119,0.1464077694761513,1.3582059846824208,0.0899010401395051,0.0026640841369921326,0.009747223409555129,0.0026640841222519743,0.009747223212850556,1
1762168824.354761124,5.642784110259593,0.13630357588066808,1.3697376753338055,0.07449090682712094,0.0027124293532827005,0.009853035183891856,0.002712429339110867,0.009853035002059085,1
1762168824.404812098,5.7773738877084115,0.1489694853925346,1.4255367523740614,0.08467601080142531,0.002756793933507218,0.00993828721969997,0.002756793919653342,0.009938287052985061,1
1762168824.454493999,5.9098223382866495,0.16904505291497698,1.542195324943318,0.11292194842596755,0.0026509364632452937,0.00971056731501744,0.0026509364510161567,0.009710567169609243,1
1762168824.504608870,6.002926963002609,0.158636241136673,1.5798582121290292,0.1098518511987169,0.0027009205771769667,0.00982392144700662,0.0027009205648724052,0.009823921314889753,1
1762168824.554814339,6.090133276105768,0.15001740494432025,1.5969977172874563,0.1023531366071779,0.0027463613214769645,0.009913619351814132,0.00274636130912765,0.009913619232777636,1
1762168824.604621649,6.183241847403875,0.13947502827945543,1.6009989418344077,0.07493874767816189,0.002787421548478574,0.009984229270350135,0.0027874215361571877,0.009984229163968777,1
1762168824.654850245,6.279592225301612,0.1574977603334342,1.616724706278871,0.08582375112832354,0.00282444420233015,0.01004019912273462,0.0028244441901319845,0.010040199028412073,1
1762168824.704615831,6.3568163901200405,0.16350783046169862,1.6234784509734923,0.11283676965970948,0.0027057365285835526,0.0097815316724137,0.0027057365178924787,0.009781531594008202,1
1762168824.755044937,6.428238883265894,0.16181011169544487,1.605119613845556,0.10876714655597444,0.0027497030004887636,0.009877201749488905,0.002749702989926677,0.009877201680417879,1
1762168824.804611683,6.447525398137162,0.16523497336568319,1.5621653087337084,0.10003748038612717,0.0027888280570791974,0.00995061162939469,0.0027888280467682535,0.009950611569058276,1
1762168824.855062485,6.482312181668209,0.175275911030149,1.4807164431318944,0.10834028695138458,0.0028251338990403843,0.010013218589911147,0.0028251338890794573,0.010013218537634112,1
1762168824.904590845,6.534826294208097,0.18445392671658248,1.395199503981043,0.11930399321673046,0.002704887930378843,0.00975774743785695,0.0027048879218694918,0.00975774739586135,1
1762168824.955024958,6.575787376174864,0.18767948232062834,1.3738087750067633,0.11951119683137552,0.0027482636699698378,0.009857598180376877,0.0027482636618008376,0.009857598144204487,1
1762168825.004937649,6.76155125823492,0.1880555458646274,1.4020963360685479,0.1293075250493073,0.0027872611731484176,0.009936013217703378,0.002787261165397811,0.00993601318682592,1
1762168825.054723740,6.8647888658768865,0.18373168708095222,1.571702621754745,0.11288773743856692,0.0026745659838418915,0.009705030413152705,0.0026745659773201253,0.009705030388908078,1
1762168825.104594946,6.954993334867835,0.16719688494929588,1.642606919371702,0.09058231342200176,0.0027201379799474683,0.009813615488012226,0.0027201379738063486,0.009813615467454278,1
1762168825.154712439,7.063141881120736,0.17810255871571345,1.6623234038492427,0.09471924952683253,0.0027622920879255973,0.009902985956774512,0.0027622920822056403,0.009902985939510967,1
1762168825.204967260,7.179764921909763,0.16730918284140195,1.6951843682575571,0.1050707239450936,0.002654927495410711,0.009684288920969336,0.0026549274906763447,0.009684288907750546,1
1762168825.254987001,7.295467330429138,0.21133277278139068,1.7323216690689933,0.1448124518261912,0.0027030348988661807,0.009799499636106369,0.0027030348944928296,0.009799499625087407,1
1762168825.304687738,7.324459198885151,0.18725206807637348,1.7375788371517438,0.1572878871819588,0.0027471894845372395,0.009892459814720684,0.002747189480540385,0.009892459805630333,1
1762168825.354816198,7.368451409231176,0.19072431437820098,1.6237460937425965,0.12177333536741335,0.0026429246673430455,0.009677303039750697,0.002642924664091702,0.009677303032972822,1
1762168825.404603481,7.43102416868922,0.174422415674947,1.5618792994137227,0.10268174040109217,0.0026923806800983217,0.009793512952510656,0.0026923806771529187,0.009793512946958483,1
1762168825.454756021,7.505689322367797,0.18356876090577323,1.5402080700788177,0.09714157398738761,0.002598844346632006,0.009607924744573552,0.002598844344251226,0.009607924740477242,1
1762168825.504612207,7.616012151458801,0.19773825481160098,1.5745383310903258,0.1239550136965317,0.0026527866348551206,0.009738779561583087,0.0026527866327200685,0.009738779558249422,1
1762168825.554611444,7.712090273851004,0.20452049699711453,1.6379073162883802,0.14807207282400542,0.0025668731890871907,0.009568994818723628,0.002566873187375923,0.009568994816283182,1
1762168825.604665041,7.777728667778698,0.20819870649593905,1.6345295027875508,0.14441437620045847,0.002624613682333924,0.00970938077326291,0.002624613680816404,0.009709380771282508,1
1762168825.654917002,7.858418533658935,0.19551889551545962,1.6221474720242135,0.13634134070640685,0.0026782754059276846,0.00982374950641255,0.002678275404595951,0.009823749504816154,1
1762168825.704612970,7.926982910763613,0.19117488630361817,1.6049822593627248,0.12101147427132126,0.0027272770332892374,0.00991453555845893,0.002727277032132429,0.009914535557176887,1
1762168825.754962921,7.998163459898139,0.1954018961288744,1.5803445390566715,0.10758970516128659,0.00262924071222019,0.009697650270937589,0.0026292407113228744,0.009697650270000248,1
1762168825.804614305,8.056568134691897,0.19312092319825513,1.5584280949915161,0.11088862557505261,0.0026818795563850915,0.0098104511525903,0.0026818795556143855,0.009810451151818372,1
1762168825.854989767,8.15851337358596,0.16921533478824818,1.5714351424799977,0.09477219904341447,0.0027305876401503074,0.009903075903490797,0.00273058763949487,0.009903075902849202,1
1762168825.904970884,8.253878105105978,0.16064622618154423,1.5888506313570852,0.07585734731212798,0.0027745033117654396,0.009975694958496366,0.0027745033112134697,0.009975694957955273,1
1762168825.955020428,8.332136891362063,0.1533377920260443,1.6120915115900676,0.06473537499355576,0.002813800074775289,0.01003220004001103,0.002813800074314853,0.010032200039545766,1
1762168826.005189419,8.424517076686998,0.14526583670464063,1.628028847989632,0.061138668861897706,0.002698229126616002,0.00977531010793899,0.002698229126273272,0.009775310107548472,1
1762168826.055013418,8.506290426300566,0.14093222564013558,1.6338345950771433,0.05987312235381585,0.002743137213295052,0.009868687391705391,0.002743137213012343,0.009868687391347048,1
1762168826.104659319,8.549755954026493,0.12302103362119879,1.6043023074919858,0.04553805941847578,0.002639628048503116,0.009653943907557081,0.0026396280482943644,0.009653943907230228,1
1762168826.154794455,8.616768108645577,0.12783126207786477,1.5643356985724155,0.04658782424570207,0.002689859285598871,0.009772595466188956,0.0026898592854286947,0.00977259546587605,1
1762168826.204653502,8.697588378513126,0.14161344845912438,1.5400920589665823,0.07961988992159975,0.002596743770480613,0.009588023769255834,0.002596743770356017,0.009588023768957952,1
1762168826.254965544,8.783503944566982,0.1380340309326505,1.5638463348235112,0.09073921689921036,0.002522111521196018,0.009463271276234593,0.0025221115211046968,0.009463271275947519,1
1762168826.304594517,8.85748565883126,0.11719135269866988,1.5739672613812516,0.06838254086602512,0.0025810945317366915,0.009612616764885553,0.002581094531663093,0.009612616764605486,1
1762168826.354665995,8.929680280294214,0.12450610238958373,1.561247220984792,0.052660874793691005,0.00250871605708509,0.009477084906649351,0.002508716057031308,0.009477084906380356,1
1762168826.404570341,8.987208916426201,0.1265281245882219,1.5360607082792361,0.07013366688321156,0.00244873123864514,0.009377660819575192,0.0024487312386055576,0.00937766081931779,1
1762168826.454854727,9.06048285128457,0.11136025467487048,1.5175976672729963,0.0641051070433378,0.002517819850483318,0.009555739543091104,0.0025178198504510114,0.009555739542842542,1
1762168826.506653309,9.131576788656622,0.09615625601935852,1.5102238762016158,0.04801387595774441,0.002593638385422615,0.009750148048657741,0.002593638385395861,0.00975014804841953,1
1762168826.554776907,9.233797334758169,0.0872135647568521,1.5215759233691517,0.03162065686884112,0.002641769228378616,0.009814371582387174,0.00264176922835607,0.009814371582160785,1
1762168826.604587555,9.309778836254283,0.08481221743496817,1.5593328485486364,0.025714437156531385,0.0025612514849193287,0.009625712829512105,0.0025612514849017195,0.009625712829303835,1
1762168826.654706955,9.391624694588154,0.06720888175872723,1.5720844770664697,0.014350891749108701,0.00262291305291103,0.009755495425715447,0.002622913052895262,0.00975549542551959,1
1762168826.704595566,9.47088303900346,0.059696933397651,1.5681228120879775,0.0034270042517654553,0.002545538400732169,0.009580537520954684,0.00254553840071907,0.009580537520777569,1
1762168826.754497766,9.544051308070628,0.05578549181685895,1.5610533829351625,0.007825340905408838,0.0024807675534315008,0.00944962979431012,0.0024807675534202034,0.009449629794150724,1
1762168826.804871082,9.615916664597073,0.050981842686729596,1.5513619124372564,0.01007343594279297,0.002549097632211928,0.009613079195800595,0.0025490976322007745,0.009613079195652935,1
1762168826.854791164,9.703188505707635,0.04002341954244981,1.5550865676935108,0.005002772634834961,0.002484935648014743,0.00947712286712548,0.0024849356480046887,0.009477122866994973,1
1762168826.904713869,9.774582163230725,0.02928822875024901,1.5575917317627257,-0.004801408354451707,0.0025533733512142923,0.00963495035140507,0.002553373351204042,0.0096349503512856,1
1762168826.954748154,9.834809709383627,0.02183490599304306,1.5324990258977418,-0.016001622439226447,0.002488568040751721,0.00949160419527071,0.0024885680407423258,0.009491604195166951,1
1762168827.004614353,9.899851552816925,0.013305076924543309,1.5121122214159268,-0.019426708488884732,0.002556774235984687,0.009644869638243026,0.0025567742359750437,0.009644869638149124,1
1762168827.054708958,9.962071152387042,0.008335533700699744,1.485961386336225,-0.020506799715176657,0.0024920474945808097,0.009499870841597058,0.0024920474945719796,0.009499870841516872,1
1762168827.104633093,10.027730893654098,0.005516661044974072,1.4720112256286768,-0.01691544060978852,0.002560321159583841,0.009651583126821075,0.0025603211595748364,0.009651583126749312,1
1762168827.154749632,10.087704943261674,0.003824626223278496,1.4514480264051592,-0.008475933181870815,0.0024950788734157134,0.009503792509983932,0.002495078873407554,0.009503792509923666,1
1762168827.204608679,10.151041488524426,-0.0019135428990310639,1.4378549544632713,-0.00836155523459123,0.0025631090483780824,0.00965373759837463,0.002563109048369873,0.009653737598321289,1
