timestamp,track,v_cmd,N,pos_mean,pos_rmse,pos_p95,vs_err_mean,vs_err_p95
2025-12-14 16:31:01,Austin,2.0,4193,0.19833010372298734,0.21149509968974506,0.3174572072413303,0.06815255495446594,0.2515965987494784
2025-12-14 16:35:56,Austin,3.0,2837,0.1732328266510649,0.19037516568843893,0.334017267001849,0.07802160358201757,0.27717561791702816
2025-12-14 16:44:27,Austin,1.0,8410,0.23394104474908628,0.24182660880901505,0.32342262259207805,0.046460983527018586,0.21325160093229162
2025-12-14 16:55:28,IMS,1.0,5940,0.1425392923331606,0.16016674883797205,0.24634742711173105,0.018695099704923262,0.08067716397944258
2025-12-14 16:59:47,IMS,2.0,2953,0.1026862967360029,0.12879752533962152,0.21607067559334964,0.030292729882279688,0.11011196236177466
2025-12-14 17:02:59,IMS,3.0,2060,0.08335399727854814,0.11354860243053115,0.18279028718807744,0.046626968200389654,0.16035658083608506
2025-12-14 17:07:33,Autodrive,2.0,336,0.22095292152332827,0.2702657893153205,0.457858018712976,0.12277559235787867,0.4339977385989833
